full_text,username,created_at,clean,english,Negatif,Pornografi,Ancaman,Sindiran,Diskriminasi,Neutral,Positif
@kompascom TRIMAKASIH PARA PENDUKUNG SETIA PAK ANIS MUHAIMIN ANDA LUAR BIASA 👍👍❤️,edsuryaa,Mon Dec 25 04:36:05 +0000 2023,trimakasih para dukung setia bapak anis muhaimin kamu luar biasa,Thank you loyal support Mr. Anis Muhaimin you are amazing,0,0,0,0,0,0,1
Penjelasan Anies-Muhaimin soal Bangun 40 Kota Setara Jakarta https://t.co/cOAvo6OD0U,KompasTV,Mon Dec 25 04:32:11 +0000 2023,jelas anies muhaimin soal bangun kota tara jakarta,Anies Muhaimin explained about building the city of Tara Jakarta,0,0,0,0,0,1,0
BREBES alias BERUBAH BESAR kotanya bahagia warganya bersama ANIES MUHAIMIN alias AMIN #AMINAjaDulu,supri_yatnos438,Mon Dec 25 04:27:52 +0000 2023,brebes ubah besar kota bahagia warga sama anies muhaimin amin,Brebes changed the great happy city of the same citizens Anies Muhaimin Amin,0,0,0,0,0,1,0
"Bismillah  Deklarasi &amp  Pernyataan Sikap Jawara Pitung Se-Jabodetabek siap istiqomah Satu Komando IBHRS &amp  Ijtima Ulama siap mengawal &amp  menangkan pasangan AMIN Anies Baswedan - Muhaimin Iskandar.  AMIN No 1 pilihan kita semua Utk Indonesia Lebih baik lagi, Aamiin 🤲  #AMINAjaDulu https://t.co/Hv56XLnjFi",NinzExe07,Mon Dec 25 04:17:42 +0000 2023,bismillah deklarasi nyata sikap jawara pitung jabodetabek siap istiqomah satu komando ibhrs ijtima ulama siap awal menang pasang amin anies baswedan muhaimin iskandar amin no pilih kita semua untuk indonesia lebih baik amin,Bismillah Declaration of Real Attitude of Jawara Pitung Jabodetabek Ready Istiqomah One Command IBHRS Ijtima Ulama Ready to Win Early Install Amin Anies Baswedan Muhaimin Iskandar Amin No Choose All of Us For A Better Indonesia Amin,0,0,0,0,0,1,0
"@Zero8ok @99propaganda @are_inismyname @Alie_Fahnoor @BANGSAygSUJUD @Bank_Joee_ @bengkeldodo @Chaves1305 @florieliciouss @KhoirilAnwar_ @Ndons_Back Mau bagaimanapun anda merangkai kata kata kemunafikan pasti akan tenggelam, kejujuran pasti akan muncul ke permukaan. Amin akan menang di kontestasi pilpres tahun 2024.ANIS RASYID BASWEDAN dan GUS MUHAIMIN adalah pasangan presiden  Indonesia th 2024 Salam perubahan",Khoiron88183953,Mon Dec 25 04:06:11 +0000 2023,inismyname fahnoor joee kembali bagaimana kamu rangkai kata kata munafik pasti akan tenggelam jujur pasti akan muncul muka amin akan menang kontestasi pilpres tahun anis rasyid baswedan gus muhaimin adalah pasang presiden indonesia th salam ubah,inismyname fahnoor joee back how you string words hypocrite will definitely sink honestly will definitely appear face amen will win the presidential election contestation this year Anis Rasyid Baswedan Gus Muhaimin is the tide of the Indonesian president th greetings change,0,0,0,0,0,1,0
"Ketika Muhaimin Iskandar menyampaikan rencana pembangunan 40 kota seperti Jakarta, di panggung debat cawapres, Mahfud MD mempertanyakan soal anggarannya, jika ingin diwujudkan.  #PemiluSerentak2024 #DebatCawapres https://t.co/R4u5IGz0FB",CNNIDdaily,Mon Dec 25 04:00:01 +0000 2023,ketika muhaimin iskandar sampai rencana bangun kota seperti jakarta panggung debat cawapres mahfud md tanya soal anggar jika ingin wujud,"When Muhaimin Iskandar arrived at the plan to build a city like Jakarta, the debate stage of Vice President Mahfud MD asked about fencing if he wanted to realize it",0,0,0,0,0,1,0
"@kompascom YA ALLAH TOLONG MEMENANGKAN PERJUANGAN PAK ANIS, MUHAIMIN DIPILPRES NANTI DAN HANCURKAN SEGALA BENTUK KECURANGAN KECURANGAN DIPILPRES NANTI, AAMIIIIN 3 YAROBBAL'ALAMIIIIN",indragawl,Mon Dec 25 03:56:41 +0000 2023,allah tolong menang juang bapak anis muhaimin dipilpres nanti hancur segala bentuk curang curang dipilpres nanti aamiiiin yarobbal alamiiiin,Allah Please Win the Fight Mr. Anis Muhaimin in the Presidential Election Later Destroyed All forms of Cheating Fraudulent in the Presidential Election Later Aamiiiin Yarobbal Alamiiiin,0,0,0,0,0,1,0
"@mastahutek di game gitu juga pak, kalau berharap dpt yg item rare malah ga dapet dapet wkwk",aminmnm,Mon Dec 25 03:55:22 +0000 2023,game juga bapak kalau harap dapat hitam rare malah tidak dapat dapat,Game is also the father if you hope to get black rare even can't get it,0,0,0,0,0,1,0
"Tuh orang gak puas menjatuhkan Anies,  agar tidak berhasil, padahal  Anies makin tinggi dan makin bertambah 61 %. Mereka GAGAL PAHAM masalah AMIN,  padahal itu singkatan anies Muhaimin",Bang_Jiban,Mon Dec 25 03:53:37 +0000 2023,orang tidak puas jatuh anies agar tidak hasil padahal anies makin tinggi makin tambah mereka gagal paham masalah amin padahal itu singkat anies muhaimin,People are not satisfied with falling Anies so as not to get results even though Anies is getting higher the more they fail to understand the problem of amen even though it is short Anies Muhaimin,1,0,0,0,0,0,0
"@liputan6dotcom Gw gatau ada voting ini , nyumbang 1 suara buat ANIES - MUHAIMIN . AMIN !!!!",FitrahHardian02,Mon Dec 25 03:46:45 +0000 2023,tidak tahu ada voting nyumbang suara anies muhaimin amin,Don't know there was a vote for Anies Muhaimin Amin's vote,0,0,0,0,0,1,0
@ekowboy2 Muhaimin jd hiburan aj wkwk,JontoPea,Mon Dec 25 03:41:23 +0000 2023,muhaimin jd hibur saja,muhaimin jd just entertain,0,0,0,0,0,1,0
"@Ru120uniKingtuk Ssngguhx pmmpin ngra d 2024 sdh dtntukn olh Allah, ap AMIN, Woran atw Ganfud, nmun mnusia hx bs brusaha, Allah yg mnntukan, smga pilpres brjlan dgn jurdil dn luber, shngg Bpk Anis Baswedan dn Bpk Muhaimin Iskandar pmpin RI 24 29 utk keadiln sosial bg slrh rkyt Idonesia. Aamiin ❗ https://t.co/IDPqNRJePY",AbdHali59646742,Mon Dec 25 03:38:59 +0000 2023,ssngguhx pmmpin ngra sdh dtntukn olh allah ap amin woran atw ganfud nmun mnusia hx brusaha allah mnntukan smga pilpres brjlan jurdil dan luber shngg bapak anis baswedan dan bapak muhaimin iskandar pmpin ri untuk keadiln sosial bg slrh rkyt idonesia amin,ssngguhx pmmpin ngra sdh dtntukn olh allah ap amen woran atw ganfud nmun mnusia hx brusaha allah mnnt smga presidential election brjlan jurdil and luber shngg Mr. Anis Baswedan and Mr. Muhaimin Iskandar PMPIN RI for social justice bg slrh rkyt idonesia amen,0,0,0,0,0,1,0
"@cakimiNOW Dalam hati Ulama² NU menyatakan duh Gusti, ini Muhaimin malah gabung ama sianu🤦🤣. Khususnya Yai Said yg gue tau bener tidak sepakat dengan 212 sbg kontribusi massa terbesar Anies🤣.",xapres_bhokep,Mon Dec 25 03:38:58 +0000 2023,dalam hati ulama nu nyata gusti muhaimin malah gabung sianu khusus yai said aku tau benar tidak sepakat dengan sebagai kontribusi massa besar anies,In the heart of real NU scholar Gusti Muhaimin even joined Sianu specifically Yai Said I know right disagree with as a large mass contribution Anies,0,0,0,0,0,1,0
"Muhaimin menuturkan, rencana pembangunan 40 kota setara Jakarta bukanlah untuk membangun kota dari nol. Melainkan melanjutkan pembangunan yang ada. https://t.co/5zXaHXFClf",kompascom,Mon Dec 25 03:35:33 +0000 2023,muhaimin tutur rencana bangun kota tara jakarta bukan untuk bangun kota nol lain lanjut bangun ada,"Muhaimin said the plan to build Tara City Jakarta is not to build another zero city, continue to build there",0,0,0,0,0,1,0
@Zero8ok @99propaganda @are_inismyname @Alie_Fahnoor @BANGSAygSUJUD @Bank_Joee_ @bengkeldodo @Chaves1305 @florieliciouss @KhoirilAnwar_ @Ndons_Back MALUKU siap memenangkan ANIES MUHAIMIN dan pasangan AMIN layak jadi Presiden RI,Rizal_Selan1785,Mon Dec 25 03:35:00 +0000 2023,inismyname fahnoor joee kembali malu siap menang anies muhaimin pasang amin layak jadi presiden ri,"inismyname Fahnoor Joee is again embarrassed to be ready to win, Anies Muhaimin pasang Amin deserves to be President of the Republic of Indonesia",0,1,0,0,0,0,0
@tvOneNews Alah Anis-muhaimin aja ngancam menggagalkan IKN kalau menang..  Basi..,ArmiSatria8,Mon Dec 25 03:34:56 +0000 2023,alah anis muhaimin ngancam gagal ikn kalau menang basi,alah anis muhaimin ngancam gagal ikn kalau menang basi,0,0,0,0,0,1,0
"Muhaimin Iskandar mengaku pernah berharap adanya investasi yang masuk ke Ibu Kota Negara (IKN) Nusantara. Namun, hal itu tak kunjung terealisasi, oleh karena itu perlu evaluasi. ~J #MuhaiminIskandar #IKNNusantara #GibranRakabumingRaka #DebatCawapres #JernihkanHarapan https://t.co/Ybe14xqJCv",kompascom,Mon Dec 25 03:34:50 +0000 2023,muhaimin iskandar aku pernah harap ada investasi masuk ibu kota negara ikn nusantara namun hal itu tidak kunjung realisasi oleh itu perlu evaluasi j,"Muhaimin Iskandar I once hoped for investment to enter the capital city of the IKN Nusantara but it never materialized, so it needs evaluation j",0,0,0,0,0,1,0
@ekowboy2 Acara di krapyak jogja.. Di situ muhaimin di sindir ketum... Biasanya nggak datang kok datang... Semoga istiqomah walaupun gagal tetep datang...,mmgandhi00,Mon Dec 25 03:30:19 +0000 2023,acara krapyak jogja situ muhaimin sindir tum biasa tidak datang datang moga istiqomah walaupun gagal tetap datang,Krapyak Jogja Situ Muhaimin Sindir TUM usually does not come Moga Istiqomah even though he fails to come,1,0,0,0,0,0,0
@KompasTV Lagian bahasa inggris bacanya SGIE ya bener Pak Muhaimin lah.,adjie099_sang,Mon Dec 25 03:28:57 +0000 2023,lagi bahasa inggris baca sgie benar bapak muhaimin,Again English Read SGIE Right Mr. Muhaimin,1,0,0,0,0,0,0
"@PDemokrat Bismillah.. Amin, Anies -Muhaimin  Presiden dan wakil presiden RI 2024 - 2029. Aamiin...",ado_ono,Mon Dec 25 03:25:30 +0000 2023,bismillah amin anies muhaimin presiden wakil presiden ri amin,Bismillah Amin Anies Muhaimin President Vice President of the Republic of Indonesia Amin,0,0,0,0,0,1,0
Istilah SGIE viral usai cawapres nomor urut 2 Gibran Rakabuming Raka melayangkan pertanyaan tentang hal itu kepada Calon wakil presiden (cawapres) nomor urut 1 Muhaimin Iskandar atau Cak Imin dalam debat.  https://t.co/fQPwtcmS2d,heralddotID,Mon Dec 25 03:25:09 +0000 2023,istilah sgie viral usai cawapres nomor urut gibran rakabuming raka layang tanya tentang hal itu kepada calon wakil presiden cawapres nomor urut muhaimin iskandar atau cak imin dalam debat,The term SGIE went viral after Vice President number Gibran Rakabuming Raka Layang asked about it to Vice President candidate number Muhaimin Iskandar or Cak Imin in the debate,0,0,0,0,0,1,0
"@geloraco Bismillah.. Amin, Anies -Muhaimin  Presiden dan wakil presiden RI 2024 - 2029. Aamiin...",ado_ono,Mon Dec 25 03:23:36 +0000 2023,bismillah amin anies muhaimin presiden wakil presiden ri amin,Bismillah Amin Anies Muhaimin President Vice President of the Republic of Indonesia Amin,0,0,0,0,0,1,0
"Setelah melihat debat, Saya menilai Anies Dan Muhaimin Pemimpin yang selalu memiliki solusi dalam menghadapi berbagai rintangan.",yeriminssi,Mon Dec 25 03:19:16 +0000 2023,telah lihat debat aku nilai anies muhaimin pimpin selalu milik solusi dalam hadap bagai rintang,Have seen the debate I value Anies Muhaimin Leads always belongs to the solution in the face of like obstacles,0,0,0,0,0,1,0
Muhaimin menjawab pertanyaan debat dengan bukti nyata kinerja yang sangat memuaskan. https://t.co/Q67TP1dxO7,yeriminssi,Mon Dec 25 03:18:48 +0000 2023,muhaimin jawab tanya debat dengan bukti nyata kerja sangat muas,Muhaimin Answers Debate Questions with Real Evidence of Very Satisfied Work,0,0,0,0,0,0,1
"Sangat terlihat dalam debat cawapres 2024, Muhaimin Cawapres yang bisa menjawab pertanyaan dengan jawaban yang memuaskan. https://t.co/OMioJ8df8h",yeriminssi,Mon Dec 25 03:18:31 +0000 2023,sangat lihat dalam debat cawapres muhaimin cawapres bisa jawab tanya dengan jawab muas,"Very See, in the Vice President Debate, Muhaimin, Vice President Can Answer Questions with Muas Answer:",0,0,0,0,0,1,0
"@tempodotco Bismillah.. Amin, Anies -Muhaimin  Presiden dan wakil presiden RI 2024 - 2029. Aamiin...",ado_ono,Mon Dec 25 03:18:01 +0000 2023,bismillah amin anies muhaimin presiden wakil presiden ri amin,Bismillah Amin Anies Muhaimin President Vice President of the Republic of Indonesia Amin,0,0,0,0,0,1,0
@janenuby Bagus itu harus ada tindakan disiplin agar masyarakat selalu aman apalagi ada liburan begini  #NyamanDalamBerlibur Jaga Kenyamanan Bersama,_pujimuhaimin,Mon Dec 25 03:17:39 +0000 2023,bagus itu harus ada tindak disiplin agar masyarakat selalu aman apalagi ada libur begini jaga nyaman sama,"It's good that there must be discipline so that the community is always safe, especially if there is a holiday like this, keep it comfortable with the same",0,0,0,0,0,0,1
@kompascom Muhaimin menjawab pertanyaan debat dengan bukti nyata kinerja yang sangat memuaskan.,wavetoraln,Mon Dec 25 03:17:18 +0000 2023,muhaimin jawab tanya debat dengan bukti nyata kerja sangat muas,Muhaimin Answers Debate Questions with Real Evidence of Very Satisfied Work,0,0,0,0,0,0,1
"@kompascom Bismillah.. Amin, Anies -Muhaimin  Presiden dan wakil presiden RI 2024 - 2029. Aamiin...",ado_ono,Mon Dec 25 03:16:33 +0000 2023,bismillah amin anies muhaimin presiden wakil presiden ri amin,Bismillah Amin Anies Muhaimin President Vice President of the Republic of Indonesia Amin,0,0,0,0,0,1,0
"Sederhana bangetnya gini: kalo cara yg disampaikan Muhaimin kurang mudah dipahami &amp  gak sesuai selera, cari penjelasannya dari Anies &amp  timnya. Sebab mereka lbh fasih mengolah kata. Tp untuk urusan basis suara di luar Anies, bisa jd memang Muhaimin punya andil besar di dlmnya.",tomyaditias,Mon Dec 25 03:14:29 +0000 2023,sederhana sekali gin kalau cara sampai muhaimin kurang mudah paham tidak sesuai selera cari jelas anies grup sebab mereka lebih fasih olah kata untuk urus basis suara luar anies bisa jd muhaimin punya andil besar dlmnya,"It's very simple, if the way to get Muhaimin is less easy to understand, not according to taste, look for Anies Group clearly because they are more fluent in word processing to take care of the outside sound base, Anies can JD Muhaimin has a big hand in it",0,0,0,0,0,1,0
"Kecuali apa yg disampaikan Muhaimin betul² melenceng dari big idea yg diusung AMIN, baru deh putuskan pilihan dari situ. Tp kan ini gak. Ini cuma Muhaimin yg memang kecakapan publiknya kmrn gak optimal sehingga dahaga para pendukungnya yg berharap bakal se-OK Anies gak terpenuhi.",tomyaditias,Mon Dec 25 03:14:27 +0000 2023,kecuali apa sampai muhaimin betul lenceng big ide usung amin baru putus pilih situ kan tidak hanya muhaimin memang bicara publik kemarin tidak optimal sehingga dahaga para dukung harap akan ok anies tidak penuh,"Except what, until Muhaimin is right, the big idea of Usung Amin just broke up, choose it, right, not only Muhaimin, indeed yesterday's public talk was not optimal so that the thirst of the supporters, hope that it will be ok, Anies is not full",0,0,0,0,0,1,0
"Jd please jgn kegocek dgn redaksional memutuskan untuk gak jd milih AMIN hanya karena performa Muhaimin, itu gak substantif. Gak fair jg buat Anies &amp  timnya, terlebih buat Muhaimin. Sebab keduanya sepaket, ini cuma masalah performa. That's it. Bukan substansi.",tomyaditias,Mon Dec 25 03:14:26 +0000 2023,jd tolong jangan gocek redaksional putus untuk tidak jd milih amin hanya performa muhaimin itu tidak substantif tidak fair juga anies grup lebih muhaimin sebab dua paket hanya masalah performa itu it bukan substansi,JD please don't scratch the editorial break up not to JD choose amen only muhaimin's performance is not substantive nor is anies group more muhaimin because two packages are only a matter of performance it it is not substance,0,0,0,0,0,1,0
"Betul Muhaimin layak memperbaiki performanya di debat selanjutnya, kritik²nya jg membangun &amp  that's good, tp sebagian dari mereka yg protes itu justru gak melihat substansi bahwa yg Muhaimin sampaikan sejalan dgn yg Anies sampaikan. Fokus di situ, performa debat bisa diperbaiki.",tomyaditias,Mon Dec 25 03:14:25 +0000 2023,betul muhaimin layak baik performa debat lanjut kritik juga bangun itu good bagi mereka protes itu justru tidak lihat substansi bahwa muhaimin sampai jalan yang anies sampai fokus situ performa debat bisa baik,"Yes, Muhaimin deserves a good debate performance, continued criticism, also build it is good for them, the protest does not see the substance that Muhaimin to the road that Anies to focus on, debate performance can be good",0,0,0,0,0,0,1
"Jd stop bersikap dgn paradigma figuritas layaknya kebanyakan orang skrg. Jgn hanya karena Muhaimin kurang oke penyampaiannya lantas layak dianggap membebani elektabilitas Anies. Mereka itu sepaket, gagasannya sama, frameworknya sama, goalsnya sama: perubahan.",tomyaditias,Mon Dec 25 03:14:24 +0000 2023,jd berhenti sikap paradigma figuritas layak banyak orang sekarang jangan hanya muhaimin kurang oke sampai lantas layak anggap beban elektabilitas anies mereka itu paket gagas sama frameworknya sama goalsnya sama ubah,"JD stopped the attitude of the paradigm of figureity, worthy of many people now, not only Muhaimin is less okay, until then it is worth considering the burden of their Anies electability, the same package of ideas, the same framework, the same goals, change",0,0,0,0,0,1,0
"Jd meski Muhaimin kmrn under perform &amp  Anies sebaliknya, jgn 'bebankan' semua kekurangan ke Muhaimin &amp  limpahkan semua pujian ke Anies. Mereka itu sepaket, ide &amp  gagasannya sama, hanya beda cara penyampaiannya. Satunya fasih, satunya terbata².",tomyaditias,Mon Dec 25 03:14:23 +0000 2023,jd meski muhaimin kemarin under perform anies balik jangan beban semua kurang muhaimin limpah semua puji anies mereka itu paket ide gagas sama hanya beda cara sampai satu fasih satu bata,"JD even though Muhaimin yesterday underperformed, Anies back, don't burden all less Muhaimin, overflow, all praise Anies, they are the same package of ideas, only different ways until one eloquent, one brick",1,0,0,0,0,0,0
"Agak lucu saya sama orang² yg berusaha menilai terpisah Anies dgn Muhaimin terutama pasca debat kedua kmrn. Betul Muhaimin kmrn under perform, tp gak mungkin apa² yg disampaikan Muhaimin itu gak diketahui sblmnya oleh Anies &amp  timnasnya. Pasti ada panduan dos &amp  donts nya.",tomyaditias,Mon Dec 25 03:14:22 +0000 2023,agak lucu aku sama orang usaha nilai pisah anies muhaimin utama pasca debat dua kemarin betul muhaimin kemarin under perform tidak mungkin apa sampai muhaimin itu tidak tahu sblmnya oleh anies timnasnya pasti ada pandu dos donts,"It's a bit funny, I'm the same person trying to separate Anies Muhaimin Utama after the second debate yesterday, right Muhaimin yesterday under performed, it is impossible what until Muhaimin does not know as early as Anies his national team, there must be a guide dos donts",0,0,0,0,0,1,0
Respon Muhaimin Iskandar Dengar Ketua PBNU Sebut Cak Imin Tidak akan Menang di Pilpres 2024  #TribunKaltim #CakImin #PBNU #Pilpres2024   https://t.co/Xumfd20nnr lewat @tribunnews,tribunkaltim,Mon Dec 25 03:13:14 +0000 2023,respon muhaimin iskandar dengar ketua pbnu sebut cak imin tidak akan menang pilpres lewat,Muhaimin Iskandar's Response to Hearing PBNU Chairman Says Cak Imin Will Not Win Presidential Election Through,0,0,0,0,0,1,0
"@PDemokrat Apa mungkin demokrat bisa? Paslon usungannya aja suka hambur2kan uang...  Bismillah.. Amin, Anies -Muhaimin  Presiden dan wakil presiden RI 2024 - 2029. Aamiin...",ado_ono,Mon Dec 25 03:12:32 +0000 2023,apa mungkin demokrat bisa paslon usung suka hambur uang bismillah amin anies muhaimin presiden wakil presiden ri amin,Is it possible that Democrats can paslon usung like to waste money bismillah amin anies muhaimin president vice president of the Republic of Indonesia Amin,0,0,0,0,0,1,0
"@tvOneNews Anis Muhaimin milik rakyat, perjuangan untuk perubahan menuju negri sejahtera adil dan makmur , rakyat bergerak mengarak calon pemimpin nya tanpa minta bantuan dana mereka begotong royong mengusung calon pemimpin untuk semua untuk negri ini",sejukdannyaman,Mon Dec 25 03:11:58 +0000 2023,anis muhaimin milik rakyat juang untuk ubah tuju negri sejahtera adil makmur rakyat gerak arak calon pimpin tanpa minta bantu dana mereka begotong royong usung calon pimpin untuk semua untuk negri,Anis Muhaimin Belongs to the People Fighting to Change the Goal of a Prosperous Country Just Prosperous People Movement Arak Candidates Lead Without Asking for Help Their Funds Working Together to Carry Leadership Candidates for All for the Country,0,0,0,0,0,0,1
"Dalam debat, Ada banyak buah pemikiran Anies Dan Muhaimin yang pada akhirnya memang benar-benar bermanfaat untuk pencerdasan warga negara.",middlezaki,Mon Dec 25 03:11:22 +0000 2023,dalam debat ada banyak buah pikir anies muhaimin pada akhir benar benar manfaat untuk cerdas warga negara,In the debate there were many fruits of thought of Anies Muhaimin at the end of the really benefits for smart citizens,0,0,0,0,0,0,1
Muhaimin menjawab pertanyaan debat dengan bukti nyata kinerja yang sangat memuaskan. https://t.co/tB54MHLftP,middlezaki,Mon Dec 25 03:11:19 +0000 2023,muhaimin jawab tanya debat dengan bukti nyata kerja sangat muas,Muhaimin Answers Debate Questions with Real Evidence of Very Satisfied Work,0,0,0,0,0,0,1
Anies Dan Muhaimin memiliki kemampuan eksekusi atau implementasi kebijakan yang dilakukan dengan sungguh-sungguh untuk mencapai hasil yang diharapkan. https://t.co/SNRR1EHv5N,middlezaki,Mon Dec 25 03:11:10 +0000 2023,anies muhaimin milik mampu eksekusi atau implementasi bijak laku dengan sungguh sungguh untuk capai hasil harap,Anies Muhaimin belongs to be able to execute or implement wise practices earnestly to achieve results please,0,0,0,0,0,1,0
"Sangat terlihat dalam debat cawapres 2024, Muhaimin Cawapres yang bisa menjawab pertanyaan dengan jawaban yang memuaskan. https://t.co/JDntdMU5BP",middlezaki,Mon Dec 25 03:10:57 +0000 2023,sangat lihat dalam debat cawapres muhaimin cawapres bisa jawab tanya dengan jawab muas,"Very See, in the Vice President Debate, Muhaimin, Vice President Can Answer Questions with Muas Answer:",0,0,0,0,0,1,0
"@Zero8ok @Alie_Fahnoor @are_inismyname @BANGSAygSUJUD @Bank_Joee_ @bengkeldodo @florieliciouss @KhoirilAnwar_ @Ndons_Back @drReUtari08 @P4P4B0W0_2024 Ya Alhamdulillah Gus Muhaimin sadar, bahwa masih ada yg lebih penting dari IKN dan itu skala Prioritas. Dan skala Prioritas negara yang sukses adalah kesejahteraan rakyatnya. Bukan gaya Saya bisa membangun istana di zaman saya"" ada kepongahan diri disitu""",Rety69790702,Mon Dec 25 03:10:39 +0000 2023,fahnoor inismyname joee kembali alhamdulilah gus muhaimin sadar bahwa masih ada lebih penting ikn itu skala prioritas skala prioritas negara sukses adalah sejahtera rakyat bukan gaya aku bisa bangun istana zaman aku ada pongah diri situ,"Fahnoor inismyname joee again, Alhamdulilah Gus Muhaimin, realized that there is still more importance to IKN, the priority scale of the country's priority scale, success is prosperous, the people are not a style, I can build a palace, my time there is pride in myself",0,1,0,0,0,0,0
Ingat tgl 14 Februari 2024...ayo datangi TPS...jangan golput...pilih no 01 Anies - Muhaimin,abdul_jabarsyah,Mon Dec 25 03:09:45 +0000 2023,ingat tanggal februari ayo datang tps jangan golput pilih no anies muhaimin,Remember the date of February Let's Come to the Polling Station Don't Skip Voting No Anies Muhaimin,0,0,0,0,0,1,0
"@BennyHarmanID Bang..Itu seTali 3uang lobang Peking. Bahlil,Muhaimin, Prabowo mereka itu gerombolan Rezim Oligarki Korup dukungan Komunis Peking ala Kapitalis yang bikin Rakyat Sengsara dan tersholimi.!!!👺👺👺""",AndiammuliaPd,Mon Dec 25 03:07:02 +0000 2023,itu setal uang lobang peking bahlil muhaimin prabowo mereka itu gerombol rezim oligarki korup dukung komunis peking ala kapitalis bikin rakyat sengsara tersholimi,"That's the money of Lobang Peking Bahlil Muhaimin Prabowo, they are a mob of corrupt oligarchic regimes, support capitalist Peking communists, make the people miserable Tersholimi",0,0,0,0,0,1,0
"@Fahrihamzah Apa kabar anda yg seumur2 yg kutau sellu bersebrangan tiba2 hnya hitungan bulan mungkin menyebrang tanpa alasan yg logis,, pa muhaimin punya alasan yg jelas krn sekarang mensinkronisasi koalisi politikya,,eh tapi emang partai gelora ga tau jg ya posisinya dimana..",afnhasfam,Mon Dec 25 03:05:33 +0000 2023,apa kabar kamu umur tau sellu bersebrangan tiba hnya hitung bulan mungkin menyebrang tanpa alas logis bapak muhaimin punya alas jelas sekarang sinkronisasi koalisi politikya tapi memang partai gelora tidak tau juga posisi mana,"How are you old or when you are opposite, it arrives, h, the month counts, maybe crossing without logical basis, Mr. Muhaimin has a clear reason now to synchronize his political coalition, but indeed the Gelora Party does not know which position",1,0,0,0,0,0,0
@_AlifHilmi @_nishagos ha awal lepak malam ni 🤣🤣,muhaimin2308,Mon Dec 25 03:05:14 +0000 2023,alifhilmi nishagos ha awal lepak malam,alifhilmi nishagos ha awal lepak malam,0,0,0,0,0,1,0
"Ahmad Syaugi optimis Wakil Presiden ke-10 dan ke-12 RI, Jusuf Kalla (JK) akan turun gunung memenangkan Anies-Muhaimin di Pilpres 2024. ~J #CakImin #JusufKalla #AniesBaswedan #JernihkanHarapan https://t.co/AoANWXjnCZ",kompascom,Mon Dec 25 03:04:47 +0000 2023,ahmad syaugi optimis wakil presiden dan ri jusuf kalla gurau akan turun gunung menang anies muhaimin pilpres j,Ahmad Syaugi Optimistic that Vice President and RI Jusuf Kalla Gulau Will Go Down the Mountain to Win Anies Muhaimin Presidential Election J,0,0,0,0,0,1,0
Pagi Natal dengan Beri Campur Tiramisu buatan sendiri.,itsmuhaiminlah,Mon Dec 25 03:04:11 +0000 2023,pagi natal dengan beri campur tiramisu buat sendiri,Christmas morning with tiramisu mixes do it yourself,0,0,0,0,0,1,0
Terima kasih kerana sudi mendapatkan dan membaca Api Yang Menghapus Kabus. Saya hargainya. Sungguh! 🙏🏻😊,itsmuhaiminlah,Mon Dec 25 03:01:43 +0000 2023,terima kasih rana sudi dapat baca api hapus kabus aku harga sungguh,thank you rana sudi can read fire remove fog me price really,0,0,0,0,0,0,1
@kutuk817405 @are_inismyname @99propaganda @Ndons_Back @AndreasSolusi @mpoklela7 @Kimberley_2024 @florieliciouss @bengkeldodo @Alie_Fahnoor @G0mb4k Kalau yg menang anis dan muhaimin beda cerita ya mas bro ..... 😁😁😁😁,surelnews,Mon Dec 25 03:00:20 +0000 2023,inismyname kembali fahnoor kalau menang anis muhaimin beda cerita kakak bro,"inismyname returns fahnoor if Anis Muhaimin wins, different story bro brother",0,0,0,0,0,1,0
"Di panggung debat cawapres pada Jumat, Muhaimin Iskandar menanyakan tips and trik kepada Gibran Rakabuming Raka, selaku Wali Kota Solo, agar bisa mendapat banyak proyek besar seperti proyek pemerintah pusat, di kota yang dipimpin Gibran. #PemiluSerentak2024 #DebatCawapres https://t.co/XBY6PhHpIR",CNNIDdaily,Mon Dec 25 03:00:00 +0000 2023,panggung debat cawapres jumat muhaimin iskandar tanya tips dan trik kepada gibran rakabuming raka selaku wali kota solo agar bisa dapat banyak proyek besar seperti proyek perintah pusat kota pimpin gibran,Friday Vice President Debate Stage Muhaimin Iskandar asked Gibran Rakabuming Raka for tips and tricks as Mayor of Solo so that he could get many big projects such as the downtown order project led by Gibran,0,0,0,0,0,1,0
"Bapak hari ini pake baju Ganjar Mahfud, kemarin Anies Muhaimin, Kemarin lusa pake Prabowo Gibran. Belum baju baju caleg yang entah siapa itu. Banyak banget supply baju baru calon calon lap itu. Bahannya ampas betul.",sintaokt,Mon Dec 25 02:59:14 +0000 2023,bapak hari pakai baju ganjar mahfud kemarin anies muhaimin kemarin lusa pakai prabowo gibran belum baju baju caleg entah siapa itu banyak supply baju baru calon calon lap itu bahan ampas betul,"Mr. Hari wears Ganjar Mahfud clothes yesterday, Anies Muhaimin yesterday the day after tomorrow uses Prabowo Gibran, not yet the candidate's clothes, I don't know who it is, there is a lot of supply of new clothes, prospective candidates, the lap is the right dregs",1,0,0,0,0,0,0
